instant,dateday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count
662,2012-10-23,Winter,2012,October,0,Tuesday,1,1,37504.533807,66288.0,641666.9999999999,28435.878445399998,841,6625,7466
663,2012-10-24,Winter,2012,October,0,Wednesday,1,1,40491.0875,69840.125,636250.0,21889.2905296,795,6898,7693
664,2012-10-25,Winter,2012,October,0,Thursday,1,2,37906.55,66211.0,800417.0000000001,37407.398125,875,6484,7359
665,2012-10-26,Winter,2012,October,0,Friday,1,2,37619.356193,65343.750000000015,807082.9999999999,39841.172321,1182,6262,7444
666,2012-10-27,Winter,2012,October,0,Saturday,0,2,36528.130000000005,64391.624999999985,720000.0,70887.432996,2643,5209,7852
667,2012-10-28,Winter,2012,October,0,Sunday,0,2,32909.777500000004,58471.375,694582.9999999999,119706.080104,998,3461,4459
668,2012-10-29,Winter,2012,October,0,Monday,1,3,30325.239999999998,54925.0,880000.0,107733.30660000001,2,20,22
669,2012-10-30,Winter,2012,October,0,Tuesday,1,2,21929.421622,38738.625,825455.0000000001,64065.225867,87,1009,1096
670,2012-10-31,Winter,2012,October,0,Wednesday,1,2,24639.2575,45137.5,666667.0000000001,50127.266920999995,419,5147,5566
671,2012-11-01,Winter,2012,November,0,Thursday,1,2,25213.576193,46242.75,581667.0000000001,47323.854998,466,5520,5986
672,2012-11-02,Winter,2012,November,0,Friday,1,1,24466.954999999998,44505.25000000001,522082.9999999999,80055.59152500001,618,5229,5847
673,2012-11-03,Winter,2012,November,0,Saturday,0,2,23662.853693,40480.75,491250.0,81365.113627,1029,4109,5138
674,2012-11-04,Winter,2012,November,0,Sunday,0,1,22456.736193,41192.25,532917.0,53869.059404,1201,3906,5107
675,2012-11-05,Winter,2012,November,0,Monday,1,1,21997.308807,38509.37499999999,494167.0000000001,71077.815975,378,4881,5259
676,2012-11-06,Winter,2012,November,0,Tuesday,1,1,19355.291193,35195.875,567083.0,52186.290419,466,5220,5686
677,2012-11-07,Winter,2012,November,0,Wednesday,1,2,20389.106193,34327.625,547500.0,91464.434404,326,4709,5035
678,2012-11-08,Winter,2012,November,0,Thursday,1,1,24272.184254,42736.37500000001,333478.0,104615.898105,340,4975,5315
679,2012-11-09,Winter,2012,November,0,Friday,1,1,24926.451307,44426.625,540833.0,64531.107754000004,709,5283,5992
680,2012-11-10,Winter,2012,November,0,Saturday,0,1,26821.778807,49242.12499999999,645417.0000000001,17397.8763454,2090,4446,6536
681,2012-11-11,Winter,2012,November,0,Sunday,0,1,29004.231193000003,52714.125,659166.9999999999,38347.28250000001,2290,4562,6852
682,2012-11-12,Winter,2012,November,1,Monday,0,1,33426.685,59422.875,741666.9999999999,52187.493471,1097,5172,6269
683,2012-11-13,Winter,2012,November,0,Tuesday,1,2,23662.853693,40403.125,662916.9999999999,102874.781098,327,3767,4094
684,2012-11-14,Winter,2012,November,0,Wednesday,1,1,19929.678807,35195.375,552083.0,60039.813875,373,5122,5495
685,2012-11-15,Winter,2012,November,0,Thursday,1,2,22169.611307,40561.49999999999,620417.0,46012.82908100001,320,5125,5445
686,2012-11-16,Winter,2012,November,0,Friday,1,1,23777.745,43400.5,524583.0,51437.99207500001,484,5214,5698
687,2012-11-17,Winter,2012,November,0,Saturday,0,1,22399.325,40797.875,545417.0000000001,54055.833227,1313,4316,5629
688,2012-11-18,Winter,2012,November,0,Sunday,0,1,23605.4425,42218.25,692917.0000000001,68457.267956,922,3747,4669
689,2012-11-19,Winter,2012,November,0,Monday,1,2,26247.391192999996,46952.625,623333.0,70699.456121,449,5050,5499
690,2012-11-20,Winter,2012,November,0,Tuesday,1,2,25787.963807,47583.37499999999,685000.0,24880.619175,534,5100,5634
691,2012-11-21,Winter,2012,November,0,Wednesday,1,1,24352.063693,45611.49999999999,613750.0,31052.576698000004,615,4531,5146
692,2012-11-22,Winter,2012,November,1,Thursday,0,1,23433.140000000003,43796.37499999999,580417.0,15901.580420400001,955,1470,2425
693,2012-11-23,Winter,2012,November,0,Friday,1,1,25385.878693,47347.37499999999,568750.0,44519.240023,1603,2307,3910
694,2012-11-24,Winter,2012,November,0,Saturday,0,1,19182.988693,31092.749999999996,404583.0,113348.852573,532,1745,2277
695,2012-11-25,Winter,2012,November,0,Sunday,0,1,16943.056193,32197.875000000004,468333.0,45264.83149999999,309,2115,2424
696,2012-11-26,Winter,2012,November,0,Monday,1,1,21595.223693,42375.50000000001,535417.0000000001,14030.593949999999,337,4750,5087
697,2012-11-27,Winter,2012,November,0,Tuesday,1,2,20101.981307,35194.75,786667.0000000001,71449.859806,123,3836,3959
698,2012-11-28,Winter,2012,November,0,Wednesday,1,1,20446.586307,36220.25000000001,506250.0,63407.156423,198,5062,5260
699,2012-11-29,Winter,2012,November,0,Thursday,1,1,19357.84127,37302.75,555652.0,34744.743286,243,5080,5323
700,2012-11-30,Winter,2012,November,0,Friday,1,1,20561.408693,40483.37500000001,649583.0000000001,17585.8532204,362,5306,5668
701,2012-12-01,Winter,2012,December,0,Saturday,0,2,20561.408693,39613.0,806667.0000000001,17956.814304599997,951,4240,5191
702,2012-12-02,Winter,2012,December,0,Sunday,0,2,23950.047499999997,44901.0,823333.0,37408.601177000004,892,3757,4649
703,2012-12-03,Winter,2012,December,0,Monday,1,1,31186.752500000002,56974.5,767500.0,24879.355970399996,555,5679,6234
704,2012-12-04,Winter,2012,December,0,Tuesday,1,1,32794.886193000006,58631.75,733750.0,52371.560427,551,6055,6606
705,2012-12-05,Winter,2012,December,0,Wednesday,1,1,30210.348693,53501.5,485000.0,97453.52802299999,331,5398,5729
706,2012-12-06,Winter,2012,December,0,Thursday,1,1,17632.266192999996,32275.5,508750.0,52559.537302,340,5035,5375
707,2012-12-07,Winter,2012,December,0,Friday,1,2,22112.131192999997,40244.75000000001,764167.0000000001,39279.6478,349,4659,5008
708,2012-12-08,Winter,2012,December,0,Saturday,0,2,26304.871307,48688.5,911250.0,30491.052176999998,1153,4429,5582
709,2012-12-09,Winter,2012,December,0,Sunday,0,2,26477.173807,48768.25,905417.0,47513.034925,441,2787,3228
710,2012-12-10,Winter,2012,December,0,Monday,1,2,30038.046193,54446.875,925000.0,57237.605004,329,4841,5170
711,2012-12-11,Winter,2012,December,0,Tuesday,1,2,24352.063693,42295.375,596666.9999999999,89036.976231,282,5219,5501
712,2012-12-12,Winter,2012,December,0,Wednesday,1,2,20503.997499999998,37167.24999999999,538332.9999999999,49005.42093099999,310,5009,5319
713,2012-12-13,Winter,2012,December,0,Thursday,1,1,20389.106193,36773.5,485833.0,52371.560427,425,5107,5532
714,2012-12-14,Winter,2012,December,0,Friday,1,1,19412.771307,36774.0,642916.9999999999,39468.827727,429,5182,5611
715,2012-12-15,Winter,2012,December,0,Saturday,0,1,22341.913806999997,42297.87499999999,650417.0000000001,31986.14505,767,4280,5047
716,2012-12-16,Winter,2012,December,0,Sunday,0,2,24983.8625,46242.25,838750.0,30299.466146,538,3248,3786
717,2012-12-17,Winter,2012,December,0,Monday,1,2,27108.903693,50187.50000000001,907083.0,29552.4610829,212,4373,4585
718,2012-12-18,Winter,2012,December,0,Tuesday,1,1,28315.021192999997,51213.50000000001,666250.0,66590.13125199999,433,5124,5557
719,2012-12-19,Winter,2012,December,0,Wednesday,1,1,22916.232500000002,42770.25,625417.0,55368.062196000006,333,4934,5267
720,2012-12-20,Winter,2012,December,0,Thursday,1,2,22743.93,41902.12499999999,667916.9999999999,39839.969269,314,3814,4128
721,2012-12-21,Spring,2012,December,0,Friday,1,2,22514.216307,37720.875,556667.0000000001,112600.554229,221,3402,3623
722,2012-12-22,Spring,2012,December,0,Saturday,0,1,18321.476193,29514.125,441250.0,122514.604998,205,1544,1749
723,2012-12-23,Spring,2012,December,0,Sunday,0,1,16943.056193,32433.875,515417.0,40026.442329,408,1379,1787
724,2012-12-24,Spring,2012,December,0,Monday,1,2,15941.702984,32362.5,791303.9999999999,23228.046795200004,174,746,920
725,2012-12-25,Spring,2012,December,1,Tuesday,0,2,20076.962984,36808.12499999999,734782.9999999999,50746.537937999994,440,573,1013
726,2012-12-26,Spring,2012,December,0,Wednesday,1,3,16770.753693,27541.625,823333.0,95205.32459799999,9,432,441
727,2012-12-27,Spring,2012,December,0,Thursday,1,2,17517.443806999996,28330.25,652916.9999999999,105307.051479,247,1867,2114
728,2012-12-28,Spring,2012,December,0,Friday,1,2,17459.963692999998,31880.75,590000.0,46759.924373,644,2451,3095
729,2012-12-29,Spring,2012,December,0,Saturday,0,2,17459.963692999998,30300.0,752916.9999999999,37409.804229,159,1182,1341
730,2012-12-30,Spring,2012,December,0,Sunday,0,1,17632.266192999996,28962.5,483333.0,105493.825302,364,1432,1796
731,2012-12-31,Spring,2012,December,0,Monday,1,2,14875.426193,27935.875,577500.0,46571.947498,439,2290,2729
